municipio,uf,bev,phev,hev,mhev,hev_flex,ev_plugin,total
"Sátiro Dias","BA",2,0,0,0,0,2,2
"Satuba","AL",13,12,1,1,7,25,34
"Saubara","BA",3,2,0,1,1,5,7
"Saudade do Iguaçu","PR",1,1,0,0,0,2,2
"Saudades","SC",2,4,1,0,1,6,8
"Saúde","BA",0,1,1,0,1,1,3
"Schroeder","SC",21,16,2,1,8,37,48
"Seabra","BA",1,9,1,0,4,10,15
"Seara","SC",5,8,2,0,4,13,19
"Sebastianópolis do Sul","SP",1,1,1,0,1,2,4
"Sebastião Laranjeiras","BA",0,0,0,1,0,0,1
"Seberi","RS",1,0,2,0,3,1,6
"Sede Nova","RS",0,0,0,1,0,0,1
"Segredo","RS",0,1,0,0,0,1,1
"Selbach","RS",2,10,1,0,3,12,16
"Selvíria","MS",1,1,1,2,2,2,7
"Sena Madureira","AC",2,2,0,1,3,4,8
"Senador Canedo","GO",192,189,21,11,33,381,446
"Senador Elói de Souza","RN",1,0,0,0,0,1,1
"Senador Firmino","MG",1,1,0,0,3,2,5
"Senador Guiomard","AC",5,1,0,0,2,6,8
"Senador José Porfírio","PA",0,1,0,0,0,1,1
"Senador La Rocque","MA",2,0,0,0,1,2,3
"Senador Modestino Gonçalves","MG",0,0,0,0,1,0,1
"Senador Pompeu","CE",1,2,1,0,0,3,4
"Senador Rui Palmeira","AL",0,0,0,0,1,0,1
"Senador Sá","CE",4,1,0,0,0,5,5
"Senador Salgado Filho","RS",0,0,1,0,0,0,1
"Sengés","PR",2,4,1,2,2,6,11
"Senhor do Bonfim","BA",17,11,1,3,3,28,35
"Senhora de Oliveira","MG",1,0,0,0,0,1,1
"Senhora dos Remédios","MG",0,1,0,0,0,1,1
"Sentinela do Sul","RS",2,0,0,0,0,2,2
"Sento Sé","BA",1,0,0,0,0,1,1
"Serafina Corrêa","RS",9,10,1,0,1,19,21
"Sericita","MG",0,0,0,0,1,0,1
"Seringueiras","RO",0,1,0,0,0,1,1
"Sério","RS",1,1,0,0,0,2,2
"Seropédica","RJ",49,25,4,3,31,74,112
"Serra","ES",759,678,141,56,238,1437,1872
"Serra Alta","SC",0,1,0,0,1,1,2
"Serra Azul","SP",2,0,0,0,0,2,2
"Serra Branca","PB",0,1,0,0,0,1,1
"Serra Caiada","RN",2,1,0,0,1,3,4
"Serra de São Bento","RN",1,0,0,0,0,1,1
"Serra do Mel","RN",4,1,0,0,1,5,6
"Serra do Ramalho","BA",0,0,0,0,1,0,1
"Serra do Salitre","MG",0,0,1,0,3,0,4
"Serra Negra","SP",21,34,6,3,8,55,72
"Serra Negra do Norte","RN",0,0,1,0,0,0,1
"Serra Nova Dourada","MT",0,0,0,0,1,0,1
"Serra Preta","BA",1,0,0,0,3,1,4
"Serra Talhada","PE",25,39,2,4,27,64,97
"Serrana","SP",15,27,9,3,5,42,59
"Serrania","MG",0,0,0,0,1,0,1
"Serranópolis","GO",0,3,0,0,1,3,4
"Serranópolis do Iguaçu","PR",2,1,0,0,1,3,4
"Serrinha","BA",20,23,4,1,19,43,67
"Serrinha","RN",1,0,0,0,0,1,1
"Serrinha dos Pintos","RN",0,0,0,0,1,0,1
"Serrita","PE",2,0,0,0,0,2,2
"Serro","MG",1,0,1,0,0,1,2
"Serrolândia","BA",1,0,1,0,2,1,4
"Sertaneja","PR",1,3,0,0,4,4,8
"Sertânia","PE",4,1,0,1,0,5,6
"Sertanópolis","PR",8,14,3,1,2,22,28
"Sertão","RS",3,1,0,0,0,4,4
"Sertão Santana","RS",1,1,2,0,1,2,5
"Sertãozinho","PB",0,0,0,1,0,0,1
"Sertãozinho","SP",113,178,30,38,48,291,407
"Sete Barras","SP",3,0,0,0,4,3,7
"Sete Lagoas","MG",46,56,13,17,49,102,181
"Setubinha","MG",0,0,1,0,0,0,1
"Severiano de Almeida","RS",3,1,1,0,0,4,5
"Severiano Melo","RN",1,0,0,0,0,1,1
"Severínia","SP",3,5,0,2,1,8,11
"Siderópolis","SC",3,7,2,1,4,10,17
"Sidrolândia","MS",4,15,0,5,5,19,29
"Sigefredo Pacheco","PI",0,1,0,0,0,1,1
"Silva Jardim","RJ",3,4,1,2,1,7,11
"Silvânia","GO",3,7,3,0,5,10,18
"Silvanópolis","TO",0,0,0,0,1,0,1
"Silveira Martins","RS",1,0,0,0,5,1,6
"Silveirânia","MG",0,0,0,0,1,0,1
"Silvianópolis","MG",1,1,0,0,0,2,2
"Simão Dias","SE",3,9,5,1,1,12,19
"Simão Pereira","MG",1,0,0,0,0,1,1
"Simões Filho","BA",71,56,17,2,61,127,207
"Simonésia","MG",1,0,0,1,2,1,4
"Simplício Mendes","PI",0,0,2,0,2,0,4
"Sinimbu","RS",2,1,0,0,1,3,4
"Sinop","MT",402,307,42,29,141,709,921
"Siqueira Campos","PR",5,7,1,1,7,12,21
"Sirinhaém","PE",5,3,0,0,2,8,10
"Siriri","SE",0,0,1,0,0,0,1
"Sítio d'Abadia","GO",0,2,0,0,0,2,2
"Sítio do Quinto","BA",5,0,0,0,0,5,5
"Sítio Novo","MA",1,0,0,0,0,1,1
"Sítio Novo do Tocantins","TO",0,1,0,0,1,1,2
"Sobradinho","BA",0,1,1,0,0,1,2
"Sobradinho","RS",1,9,1,1,7,10,19
"Sobrado","PB",0,1,0,0,0,1,1
"Sobral","CE",175,129,13,10,70,304,397
"Socorro","SP",16,21,3,4,11,37,55
"Solânea","PB",12,1,0,1,1,13,15
"Soledade","PB",2,1,0,0,1,3,4
"Soledade","RS",14,25,9,2,9,39,59
"Soledade de Minas","MG",0,0,0,1,0,0,1
"Solonópole","CE",2,1,0,0,1,3,4
"Sombrio","SC",12,26,6,3,15,38,62
"Sonora","MS",0,4,0,0,4,4,8
"Sooretama","ES",7,10,1,2,5,17,25
"Sorocaba","SP",1352,1838,587,185,1238,3190,5200
"Sorriso","MT",118,288,23,35,54,406,518
"Soure","PA",1,0,0,1,0,1,2
"Sousa","PB",31,28,8,1,11,59,79
"Sucupira do Norte","MA",3,0,0,0,0,3,3
"Sud Mennucci","SP",6,1,1,0,0,7,8
"Sulina","PR",0,0,1,0,1,0,2
"Sumaré","SP",154,171,82,22,77,325,506
"Sumé","PB",4,2,0,0,0,6,6
"Sumidouro","RJ",2,0,0,0,3,2,5
"Surubim","PE",35,14,7,2,10,49,68
"Suzanápolis","SP",0,0,0,0,1,0,1
"Suzano","SP",170,226,62,27,133,396,618
"Tabaí","RS",1,1,0,0,1,2,3
"Tabaporã","MT",1,0,0,0,1,1,2
"Tabapuã","SP",4,7,4,1,0,11,16
"Tabatinga","AM",1,0,0,0,2,1,3
"Tabatinga","SP",13,8,1,0,6,21,28
"Tabira","PE",2,0,1,0,1,2,4
"Taboão da Serra","SP",111,151,46,28,106,262,442
"Tabocas do Brejo Velho","BA",0,1,0,0,0,1,1
"Tabuleiro","MG",1,0,1,0,1,1,3
"Tabuleiro do Norte","CE",4,2,0,0,0,6,6
"Tacaimbó","PE",1,0,0,0,1,1,2
"Tacaratu","PE",1,0,0,0,0,1,1
"Taciba","SP",2,1,0,0,1,3,4
"Tacima","PB",1,0,0,0,0,1,1
"Tacuru","MS",1,0,0,0,0,1,1
"Taguaí","SP",1,1,0,1,3,2,6
"Taguatinga","TO",0,0,0,0,1,0,1
"Taiaçu","SP",2,1,1,0,0,3,4
"Tailândia","PA",5,14,5,0,14,19,38
"Taió","SC",6,8,3,2,4,14,23
"Taiobeiras","MG",0,9,0,0,2,9,11
"Taipu","RN",1,0,0,0,0,1,1
"Taiúva","SP",1,0,0,1,1,1,3
"Tamandaré","PE",35,2,1,1,2,37,41
"Tamarana","PR",1,1,0,0,2,2,4
"Tambaú","SP",1,9,4,1,8,10,23
"Tamboara","PR",1,0,1,0,2,1,4
"Tamboril","CE",2,2,2,0,0,4,6
"Tanabi","SP",7,28,5,0,2,35,42
"Tangará","RN",3,0,1,0,2,3,6
"Tangará","SC",2,3,4,0,1,5,10
"Tangará da Serra","MT",36,95,27,4,54,131,216
"Tanguá","RJ",4,3,1,1,2,7,11
"Tanhaçu","BA",2,1,0,1,0,3,4
"Tanque Novo","BA",2,4,0,0,1,6,7
"Tanquinho","BA",1,1,0,0,1,2,3
"Taparuba","MG",0,0,0,0,1,0,1
"Tapejara","PR",3,2,0,0,5,5,10
"Tapejara","RS",16,18,6,2,0,34,42
"Tapera","RS",2,7,4,0,5,9,18
"Taperoá","BA",1,0,0,0,3,1,4
"Tapes","RS",0,2,0,0,3,2,5
"Tapiraí","SP",1,0,0,0,2,1,3
"Tapiratiba","SP",2,2,0,1,0,4,5
"Tapurah","MT",4,9,3,0,5,13,21
"Taquara","RS",47,31,9,11,19,78,117
"Taquaral","SP",1,1,0,0,0,2,2
"Taquaral de Goiás","GO",0,1,0,0,0,1,1
"Taquarana","AL",10,3,0,0,2,13,15
"Taquari","RS",23,3,2,3,7,26,38
"Taquaritinga","SP",45,72,14,7,15,117,153
"Taquaritinga do Norte","PE",10,15,0,1,1,25,27
"Taquarituba","SP",5,21,5,3,6,26,40
"Taquarivaí","SP",0,3,1,0,1,3,5
"Taquaruçu do Sul","RS",1,0,0,0,0,1,1
"Taquarussu","MS",0,0,0,1,0,0,1
"Tarauacá","AC",2,1,0,0,1,3,4
"Tarrafas","CE",1,0,0,0,0,1,1
"Tarumã","SP",3,2,0,0,0,5,5
"Tarumirim","MG",0,3,0,1,6,3,10
"Tatuí","SP",93,140,25,20,72,233,350
"Tauá","CE",4,5,0,2,5,9,16
"Taubaté","SP",240,311,89,42,127,551,809
"Tavares","RS",0,0,0,0,1,0,1
"Tefé","AM",0,3,0,1,0,3,4
"Teixeira","PB",0,3,1,0,2,3,6
"Teixeira de Freitas","BA",13,10,25,4,40,23,92
"Teixeira Soares","PR",3,2,0,0,0,5,5
"Teixeiras","MG",3,0,1,0,0,3,4
"Teixeirópolis","RO",2,0,1,0,0,2,3
"Tejuçuoca","CE",1,1,0,0,0,2,2
"Tejupá","SP",0,0,2,0,0,0,2
"Telêmaco Borba","PR",21,43,12,1,40,64,117
"Telha","SE",0,1,0,0,0,1,1
"Tenente Ananias","RN",3,1,0,1,0,4,5
"Tenente Portela","RS",2,4,0,0,3,6,9
"Teodoro Sampaio","BA",0,1,0,0,2,1,3
"Teodoro Sampaio","SP",0,6,0,0,7,6,13
"Teofilândia","BA",1,2,0,0,1,3,4
"Teófilo Otoni","MG",9,10,7,5,22,19,53
"Teotônio Vilela","AL",9,3,2,2,1,12,17
"Terenos","MS",6,4,1,0,0,10,11
"Teresina","PI",1785,1766,443,197,668,3551,4859
"Teresópolis","RJ",157,180,44,45,103,337,529
"Terezinha","PE",0,0,0,0,3,0,3
"Terezópolis de Goiás","GO",3,4,1,0,3,7,11
"Terra Alta","PA",1,0,0,0,0,1,1
"Terra Boa","PR",5,4,1,1,7,9,18
"Terra de Areia","RS",3,1,2,0,1,4,7
"Terra Nova","BA",1,0,0,0,5,1,6
"Terra Nova","PE",0,2,0,0,0,2,2
"Terra Nova do Norte","MT",3,0,1,1,2,3,7
"Terra Rica","PR",1,6,1,1,2,7,11
"Terra Roxa","PR",1,5,1,0,4,6,11
"Terra Roxa","SP",1,1,0,1,3,2,6
"Teutônia","RS",28,13,5,4,17,41,67
"Theobroma","RO",1,0,0,0,1,1,2
"Tianguá","CE",27,26,3,2,18,53,76
"Tibagi","PR",1,3,3,1,2,4,10
"Tibau","RN",4,0,0,0,1,4,5
"Tibau do Sul","RN",9,3,0,0,2,12,14
"Tietê","SP",18,40,11,7,26,58,102
"Tigrinhos","SC",1,0,0,0,0,1,1
"Tijucas","SC",76,87,17,15,24,163,219
"Tijucas do Sul","PR",6,1,1,2,1,7,11
"Timbaúba","PE",9,1,0,5,3,10,18
"Timbé do Sul","SC",0,2,1,0,0,2,3
"Timbiras","MA",1,0,0,0,2,1,3
"Timbó","SC",77,111,13,15,20,188,236
"Timbó Grande","SC",1,1,0,1,0,2,3
"Timon","MA",29,3,0,0,5,32,37
"Timóteo","MG",56,43,3,9,30,99,141
"Tio Hugo","RS",0,0,2,0,0,0,2
"Tiradentes","MG",1,7,2,1,0,8,11
"Tiros","MG",0,0,0,0,3,0,3
"Tobias Barreto","SE",4,5,1,1,3,9,14
"Tocantinópolis","TO",3,3,0,0,1,6,7
"Tocantins","MG",1,6,0,1,5,7,13
"Tocos do Moji","MG",0,0,0,0,1,0,1
"Toledo","MG",1,0,0,0,0,1,1
"Toledo","PR",136,160,38,12,80,296,426
"Tomar do Geru","SE",0,0,0,0,1,0,1
"Tomazina","PR",0,1,0,0,0,1,1
"Tombos","MG",0,1,0,1,0,1,2
"Tomé-Açu","PA",6,8,0,2,7,14,23
"Toritama","PE",26,20,1,2,1,46,50
"Toropi","RS",1,0,0,0,0,1,1
"Torre de Pedra","SP",1,1,0,0,0,2,2
"Torres","RS",118,30,12,11,11,148,182
"Torrinha","SP",2,3,6,0,2,5,13
"Touros","RN",7,2,0,0,1,9,10
"Trabiju","SP",0,1,0,0,0,1,1
"Tracuateua","PA",1,1,0,0,1,2,3
"Tracunhaém","PE",2,0,0,0,1,2,3
"Traipu","AL",5,4,0,0,1,9,10
"Trairão","PA",1,1,0,0,0,2,2
"Trairi","CE",1,2,0,0,4,3,7
"Trajano de Moraes","RJ",0,0,1,0,2,0,3
"Tramandaí","RS",78,34,7,3,16,112,138
"Travesseiro","RS",2,0,1,0,1,2,4
"Tremedal","BA",0,0,0,0,2,0,2
"Tremembé","SP",28,39,19,14,26,67,126
"Três Arroios","RS",2,0,0,0,0,2,2
"Três Barras","SC",4,5,0,1,5,9,15
"Três Barras do Paraná","PR",0,6,2,0,3,6,11
"Três Cachoeiras","RS",5,3,0,0,0,8,8
"Três Corações","MG",9,8,2,0,3,17,22
"Três Coroas","RS",17,6,2,1,6,23,32
"Três de Maio","RS",16,17,0,2,4,33,39
"Três Fronteiras","SP",1,2,0,0,1,3,4
"Três Lagoas","MS",40,78,33,10,97,118,258
"Três Marias","MG",0,0,0,1,5,0,6
"Três Palmeiras","RS",2,0,0,0,2,2,4
"Três Passos","RS",19,5,4,0,7,24,35
"Três Pontas","MG",19,25,4,5,5,44,58
"Três Ranchos","GO",0,1,0,0,0,1,1
"Três Rios","RJ",56,60,9,8,17,116,150
"Treviso","SC",1,0,0,0,0,1,1
"Treze de Maio","SC",4,3,1,0,4,7,12
"Treze Tílias","SC",2,13,7,0,4,15,26
"Trindade","GO",128,105,5,8,37,233,283
"Trindade","PE",4,1,0,1,1,5,7
"Trindade do Sul","RS",4,0,0,0,1,4,5
"Triunfo","PB",1,0,0,0,3,1,4
"Triunfo","PE",1,5,2,0,4,6,12
"Triunfo","RS",24,4,1,1,9,28,39
"Triunfo Potiguar","RN",1,0,0,0,1,1,2
"Trizidela do Vale","MA",0,0,0,0,1,0,1
"Trombudo Central","SC",0,7,0,1,1,7,9
"Tubarão","SC",128,230,55,35,139,358,587
"Tucano","BA",12,9,0,0,7,21,28
"Tucumã","PA",2,3,0,0,4,5,9
"Tucunduva","RS",10,0,0,1,2,10,13
"Tucuruí","PA",5,18,0,1,17,23,41
"Tuiuti","SP",5,2,0,0,1,7,8
"Tunápolis","SC",0,0,0,1,0,0,1
"Tunas do Paraná","PR",1,1,0,2,0,2,4
"Tuneiras do Oeste","PR",1,0,0,1,1,1,3
"Tuntum","MA",1,1,0,0,0,2,2
"Tupã","SP",30,63,13,0,46,93,152
"Tupaciguara","MG",1,8,0,0,4,9,13
"Tupanatinga","PE",1,0,0,0,0,1,1
"Tupanciretã","RS",0,11,4,1,3,11,19
"Tupandi","RS",3,6,2,1,2,9,14
"Tuparendi","RS",1,2,0,0,1,3,4
"Tupãssi","PR",3,1,0,0,1,4,5
"Tupi Paulista","SP",4,13,3,1,3,17,24
"Turiaçu","MA",0,1,0,1,0,1,2
"Turilândia","MA",0,1,0,0,0,1,1
"Turiúba","SP",1,0,0,0,0,1,1
"Turmalina","MG",0,0,0,0,1,0,1
"Turuçu","RS",1,2,0,0,0,3,3
"Turvânia","GO",1,3,1,1,3,4,9
"Turvelândia","GO",0,1,0,1,1,1,3
"Turvo","PR",1,0,1,0,1,1,3
"Turvo","SC",4,8,2,1,6,12,21
"Turvolândia","MG",1,0,0,0,1,1,2
"Tutóia","MA",7,3,0,0,0,10,10
"Uauá","BA",1,0,2,0,1,1,4
"Ubá","MG",18,45,13,7,51,63,134
"Ubaíra","BA",1,3,1,0,2,4,7
"Ubaitaba","BA",0,1,0,0,1,1,2
"Ubajara","CE",3,6,0,0,5,9,14
"Ubaporanga","MG",1,1,1,0,0,2,3
"Ubarana","SP",1,1,0,0,2,2,4
"Ubatã","BA",0,0,0,0,4,0,4
"Ubatuba","SP",53,86,28,14,46,139,227
"Uberaba","MG",283,314,57,33,155,597,842
"Uberlândia","MG",1478,1890,488,227,412,3368,4495
"Ubirajara","SP",0,0,0,0,1,0,1
"Ubiratã","PR",3,12,0,4,5,15,24
"Uchoa","SP",8,7,1,0,2,15,18
"Uibaí","BA",2,0,0,0,2,2,4
"Uirapuru","GO",0,0,1,0,0,0,1
"Uiraúna","PB",1,2,0,0,0,3,3
"Ulianópolis","PA",0,0,0,1,1,0,2
"Umari","CE",0,1,0,0,0,1,1
"Umarizal","RN",3,2,0,1,0,5,6
"Umbaúba","SE",4,2,1,0,6,6,13
"Umburanas","BA",0,0,0,0,3,0,3
"Umirim","CE",1,0,0,0,0,1,1
"Umuarama","PR",91,135,36,14,48,226,324
"Unaí","MG",1,2,0,4,0,3,7
"União","PI",5,2,0,0,5,7,12
"União da Serra","RS",0,0,0,0,1,0,1
"União da Vitória","PR",11,22,6,9,1,33,49
"União do Sul","MT",0,0,0,0,1,0,1
"União dos Palmares","AL",13,8,3,2,3,21,29
"Upanema","RN",8,0,0,0,3,8,11
"Uraí","PR",0,3,2,0,1,3,6
"Urandi","BA",1,0,0,0,2,1,3
"Urânia","SP",3,4,0,1,1,7,9
"Urbano Santos","MA",0,1,0,0,1,1,2
"Uru","SP",0,0,0,0,2,0,2
"Uruaçu","GO",2,9,0,1,14,11,26
"Uruana","GO",1,5,1,0,3,6,10
"Uruará","PA",0,2,0,0,4,2,6
"Urubici","SC",0,7,1,1,2,7,11
"Uruburetama","CE",1,0,0,0,0,1,1
"Urucânia","MG",0,1,0,0,2,1,3
"Urucará","AM",0,0,1,0,0,0,1
"Uruçuca","BA",1,0,1,0,1,1,3
"Uruçuí","PI",3,9,0,0,2,12,14
"Uruguaiana","RS",30,36,50,9,18,66,143
"Uruoca","CE",1,1,0,4,0,2,6
"Urupá","RO",0,1,0,0,0,1,1
"Urupema","SC",2,0,0,0,1,2,3
"Urupês","SP",6,14,4,2,6,20,32
"Urussanga","SC",13,16,2,4,8,29,43
"Urutaí","GO",0,1,0,0,0,1,1
"Utinga","BA",0,0,0,1,2,0,3
"Vacaria","RS",40,23,11,2,8,63,84
"Vale de São Domingos","MT",0,1,0,0,0,1,1
"Vale do Anari","RO",0,1,0,0,0,1,1
"Vale do Paraíso","RO",0,0,0,0,1,0,1
"Vale Real","RS",6,3,0,0,3,9,12
"Vale Verde","RS",0,0,1,0,0,0,1
"Valença","BA",9,9,4,5,11,18,38
"Valença","RJ",19,19,8,4,15,38,65
"Valença do Piauí","PI",0,4,0,0,4,4,8
"Valente","BA",1,4,1,0,4,5,10
"Valentim Gentil","SP",5,7,1,2,6,12,21
"Valinhos","SP",639,940,141,55,185,1579,1960
"Valparaíso","SP",3,1,5,1,4,4,14
"Valparaíso de Goiás","GO",6,1,1,4,0,7,12
"Vanini","RS",1,0,0,0,0,1,1
"Vargeão","SC",0,1,8,1,0,1,10
"Vargem","SC",0,2,0,0,0,2,2
"Vargem","SP",10,8,1,0,3,18,22
"Vargem Alta","ES",12,15,6,1,3,27,37
"Vargem Bonita","SC",1,0,0,0,2,1,3
"Vargem Grande","MA",5,5,0,0,3,10,13
"Vargem Grande do Sul","SP",6,22,3,3,12,28,46
"Vargem Grande Paulista","SP",86,102,21,11,47,188,267
"Varginha","MG",123,91,22,12,41,214,289
"Varjota","CE",5,2,0,0,2,7,9
"Varre-Sai","RJ",0,2,0,0,0,2,2
"Várzea","RN",1,0,0,0,0,1,1
"Várzea Alegre","CE",1,4,0,0,2,5,7
"Várzea da Palma","MG",0,2,0,1,0,2,3
"Várzea da Roça","BA",4,5,0,0,0,9,9
"Várzea do Poço","BA",1,4,0,1,2,5,8
"Várzea Grande","MT",396,334,92,22,177,730,1021
"Várzea Grande","PI",0,1,0,0,0,1,1
"Várzea Nova","BA",0,3,1,0,0,3,4
"Várzea Paulista","SP",38,40,2,7,15,78,102
"Varzedo","BA",0,1,1,0,1,1,3
"Varzelândia","MG",0,0,0,0,1,0,1
"Vassouras","RJ",32,35,4,3,7,67,81
"Vazante","MG",0,0,0,0,1,0,1
"Venâncio Aires","RS",49,28,14,5,30,77,126
"Venda Nova do Imigrante","ES",12,22,6,8,3,34,51
"Venturosa","PE",2,0,0,0,2,2,4
"Vera","MT",2,7,0,0,2,9,11
"Vera Cruz","BA",14,7,1,1,9,21,32
"Vera Cruz","RN",3,1,0,0,4,4,8
"Vera Cruz","RS",12,9,2,2,8,21,33
"Vera Cruz","SP",2,2,0,0,4,4,8
"Vera Cruz do Oeste","PR",2,2,0,0,2,4,6
"Veranópolis","RS",29,21,9,2,9,50,70
"Verê","PR",5,0,1,0,4,5,10
"Vermelho Novo","MG",0,0,0,0,1,0,1
"Vertente do Lério","PE",0,0,0,0,1,0,1
"Vertentes","PE",1,0,1,0,0,1,2
"Vespasiano","MG",16,18,3,1,7,34,45
"Viadutos","RS",4,1,0,0,1,5,6
"Viamão","RS",300,90,27,21,42,390,480
"Viana","ES",41,43,7,3,14,84,108
"Viana","MA",6,1,1,0,0,7,8
"Vianópolis","GO",2,12,3,0,4,14,21
"Vicência","PE",3,1,0,0,0,4,4
"Vicente Dutra","RS",2,0,0,0,0,2,2
"Vicentina","MS",0,4,0,0,0,4,4
"Vicentinópolis","GO",0,2,0,1,1,2,4
"Viçosa","AL",2,4,4,1,6,6,17
"Viçosa","MG",14,21,12,1,17,35,65
"Viçosa do Ceará","CE",8,3,1,0,3,11,15
"Vidal Ramos","SC",0,0,1,0,1,0,2
"Videira","SC",52,88,37,9,24,140,210
"Vigia","PA",2,3,2,0,8,5,15
"Vila Bela da Santíssima Trindade","MT",1,3,0,0,4,4,8
"Vila Flor","RN",2,0,0,0,0,2,2
"Vila Flores","RS",4,1,0,1,1,5,7
"Vila Maria","RS",1,0,0,1,1,1,3
"Vila Pavão","ES",1,1,0,0,2,2,4
"Vila Propício","GO",1,0,0,0,1,1,2
"Vila Rica","MT",0,0,0,0,1,0,1
"Vila Valério","ES",2,4,5,0,8,6,19
"Vila Velha","ES",958,1581,470,125,480,2539,3614
"Vilhena","RO",12,33,13,4,49,45,111
"Vinhedo","SP",275,421,97,37,139,696,969
"Viradouro","SP",5,2,1,0,3,7,11
"Virgínia","MG",0,1,0,0,0,1,1
"Virginópolis","MG",0,0,0,0,1,0,1
"Virgolândia","MG",1,0,0,0,1,1,2
"Visconde do Rio Branco","MG",6,9,4,3,15,15,37
"Viseu","PA",0,1,0,0,0,1,1
"Vista Alegre","RS",1,0,0,0,1,1,2
"Vista Alegre do Alto","SP",1,5,1,0,5,6,12
"Vista Alegre do Prata","RS",1,0,0,0,0,1,1
"Vista Gaúcha","RS",0,0,0,1,0,0,1
"Vista Serrana","PB",1,0,0,0,0,1,1
"Vitor Meireles","SC",0,2,1,1,1,2,5
"Vitória","ES",1135,2066,684,272,561,3201,4718
"Vitória Brasil","SP",0,1,3,0,0,1,4
"Vitória da Conquista","BA",770,449,86,54,157,1219,1516
"Vitória de Santo Antão","PE",58,28,14,2,25,86,127
"Vitória do Jari","AP",3,1,0,0,0,4,4
"Vitória do Mearim","MA",2,0,0,0,2,2,4
"Vitória do Xingu","PA",1,0,0,0,0,1,1
"Vitorino","PR",5,1,0,0,1,6,7
"Vitorino Freire","MA",2,0,0,0,2,2,4
"Volta Grande","MG",0,0,0,0,1,0,1
"Volta Redonda","RJ",327,257,53,26,236,584,899
"Votorantim","SP",206,272,65,34,65,478,642
"Votuporanga","SP",57,99,44,17,44,156,261
"Wanderley","BA",0,0,0,1,0,0,1
"Wenceslau Braz","PR",3,1,0,0,2,4,6
"Wenceslau Guimarães","BA",0,1,0,0,1,1,2
"Westfália","RS",1,3,1,0,2,4,7
"Witmarsum","SC",2,1,0,0,0,3,3
"Xambioá","TO",0,2,0,0,0,2,2
"Xangri-lá","RS",53,62,12,5,14,115,146
"Xanxerê","SC",24,62,18,15,16,86,135
"Xapuri","AC",0,0,1,0,0,0,1
"Xavantina","SC",0,4,0,1,0,4,5
"Xaxim","SC",14,34,4,5,10,48,67
"Xinguara","PA",4,7,0,1,5,11,17
"Xique-Xique","BA",1,1,0,1,3,2,6
"Zacarias","SP",0,1,0,0,0,1,1
"Zé Doca","MA",3,0,0,0,2,3,5
